article,donation_amount,donation_date
Benno_C._Schmidt_Sr.,461.28,2022-12-26
Toby_Barnard,184.06,2021-05-24
VMFA_142,452.98,2024-12-14
Citi_Field,137.27,2024-11-20
Country_Club_of_Virginia,5.93,2024-10-21
Saskatchewan_Highway_676,65.95,2025-08-07
Sakura_Maimai,446.3,2022-07-02
U.K.-Serbia_relations,425.68,2025-07-29
Noah_Mannheimer,39.02,2022-05-25
Shedd,241.0,2022-08-07
52_foot_motor_lifeboat,403.8,2025-03-06
Shout_Records,225.53,2022-03-29
Nuclear_Trans-New_Guinea_languages,434.7,2025-11-12
Laminaria,139.69,2023-10-18
2000_Porsche_Tennis_Grand_Prix,29.11,2022-03-16
Nothing_but_a_Ghost,473.76,2025-04-13
"All_Saints_Church,_Speke",438.9,2023-10-08
Edward_Simons_Fulmer,384.6,2021-01-28
Thomas_Hruz,378.14,2021-08-09
Euzophera_fuliginosella,108.24,2023-12-22
Ironstone_Mountain,394.62,2021-02-02
Robert_Daniel,319.19,2021-09-06
Greg_Alexander,74.39,2025-07-05
Temptation_Waits_song,197.98,2020-11-28
GeoGuesser,30.44,2023-06-12
Amazon_MP3_Downloads,462.48,2024-06-01
Euro_pride,240.63,2025-02-23
English_conjugation,117.63,2025-09-23
Blonie_(disambiguation),85.72,2024-12-07
Elaine_Wilson_Carousel,409.5,2025-01-11
Siddham_(film),60.89,2021-04-05
Miss_World_Chile_2013,345.0,2024-06-29
Namida_no_Kisetsu,269.87,2023-11-24
Dancenorth_australia,50.18,2022-04-25
Yoon_Seok-ho,41.59,2023-12-24
Moral_Core,186.17,2022-04-08
List_of_Prime_Ministers_of_Syria,233.69,2024-01-09
ChangSha_city,309.46,2023-12-17
Cordarro_Law,186.54,2023-01-15
Odagiri_Dam,389.88,2023-12-24
Digitorum_longus_muscle,351.96,2022-04-02
Hajdau,490.98,2023-03-19
Events_in_1554,346.31,2022-07-21
Yokenella,4.53,2023-04-13
Poland_soccer,4.02,2024-08-30
"Satan_Is_Real_Again,_or_Feeling_Good_About_Bad_Thoughts",189.14,2024-07-10
AeroTech,345.18,2023-03-10
The_Seattle_Medium,250.39,2023-03-21
Mcfly,402.18,2025-07-04
Distillers_Wet_Grains,92.11,2024-03-16
The_Fall_of_a_Nation,107.92,2025-01-02
Verville_VCP-1,410.27,2023-09-16
Athletics_at_the_1993_Summer_Universiade,198.02,2021-02-22
24118_Babazadeh,329.3,2023-05-23
Range_of_operating_temperatures,118.9,2021-02-19
Herb_Baker,256.36,2021-12-19
Thatched_cottages_by_a_hill,405.51,2021-12-11
Casual_Male_XL,458.37,2021-11-20
Sir_John_Gage,477.96,2021-01-06
Kyrian_Nwabueze,305.93,2025-07-08
Lulu_Dark_Can_See_Through_Walls,310.41,2025-09-03
Hebestatis,177.85,2023-01-09
George_James_Anderson,74.94,2023-04-10
Cockrill,200.92,2025-04-28
Dr._John_G._Egnatoff_School,254.62,2021-09-13
M2_mine,391.59,2025-08-25
Kunar_Sandal,221.84,2022-04-18
Rhonda_Jo_Petty,21.55,2022-05-09
Fountaingate_Shopping_Centre,0.31,2022-11-17
Transformative-use_defense,218.73,2022-07-20
Eagles_for_St._Jude,400.1,2025-09-05
Uwu,35.37,2023-11-21
AbdulMutallab,17.46,2022-02-16
1986_Bavarian_Tennis_Championships,280.3,2025-02-26
Blockbuster-Sony_Music_Entertainment_Center,322.88,2024-09-12
Claudiomiro_Salenave_Santiago,264.23,2022-06-17
Valadiers,416.63,2024-11-06
Watanabe_Masako,174.18,2022-05-31
"Burwood_East,_Victoria",193.6,2023-01-21
Calosoma_eversmanni,276.88,2020-11-17
WB_Welsh,202.03,2020-11-26
Girlfriend_in_a_Coma_(disambiguation),173.43,2023-02-19
Safe_Water_Network,144.48,2021-10-22
The_weather_in_Durham,294.97,2023-08-02
Hacon_II,62.83,2025-07-28
New_Smyrna_Beach_High_School,430.75,2022-05-15
Earl_Willcox_Snell,460.37,2022-05-21
Charged_B_meson,332.83,2022-03-18
Barry_Berrigan,456.82,2023-03-10
Pascualcobo,69.48,2022-07-19
The_Reckoning,75.38,2023-08-03
Cat_Repellers,311.22,2024-05-10
Distress_radiobeacons,137.96,2022-06-30
Pac-Man_Defense,360.42,2023-03-03
Toxic_Oil_Syndrome,69.14,2024-10-30
List_of_Belgian_postal_codes,148.98,2022-01-04
New_Group_of_World_Servers,36.45,2025-03-17
Earls_of_Banbury,231.94,2021-05-08
Philadelphia_Science_Fiction_Society,448.46,2020-12-13
Korean_people_in_Indonesia,126.44,2024-03-24
Fibre-type_disproportion,457.88,2024-10-21
Eitan_Tibi,272.37,2021-06-24
Prison_Dodgeball,174.46,2025-07-30
James_B._Utt,319.71,2023-08-27
NC-4_(disambiguation),419.18,2022-11-01
Council_of_Ministers_of_Thailand,380.01,2021-06-03
Storm_Spotting,195.92,2024-03-10
Zygopetalum_fragrans,470.38,2022-06-08
Lo_Te-Hsiu,413.0,2025-04-22
Vereschaginskiy_District,405.04,2023-07-11
West_Bar,52.14,2022-10-08
Dany_Dauberson,120.65,2021-02-14
Fleetwings_XBQ-1,353.26,2024-12-06
Russell_Warren_(cricketer),123.98,2024-10-13
Saskatchewan_Highway_676,259.78,2024-02-05
Melvin_Eugene_Carnahan,395.38,2023-01-11
Pasugo,345.18,2021-01-24
Eric_Murray_(disambiguation),475.64,2021-07-18
Cobain_(surname),387.04,2021-05-03
Hydrologic_Modeling_System,63.58,2025-10-16
Country_Club_of_Virginia,192.47,2021-05-12
"William_Thomas_Le_Poer_Trench,_3rd_Earl_of_Clancarty",195.62,2024-02-07
Iantium,351.39,2021-08-08
Eustathios,484.11,2023-09-01
The_David_Nott_Foundation,278.85,2025-07-19
William_H._Christman,177.53,2023-10-20
Empicillin,212.66,2024-04-06
Jens_Amundsen,234.37,2025-04-21
Zametasta_Crnina,173.63,2025-07-31
Christo_Dako,477.97,2023-10-23
Estonia_in_the_Eurovision_Song_Contest_2015,73.87,2022-10-01
MsgPlus,12.5,2024-06-09
"Kenora,_ON",243.96,2023-09-06
Subah_saadiq,17.64,2021-08-05
Ematheudes_elysium,25.48,2021-05-24
Polekhs,296.74,2025-10-05
Forty-fourth_United_Kingdom_general_election,108.22,2021-07-31
Pearleye,385.89,2023-10-07
Truly_Madly_Deeply_(song),254.45,2024-04-29
EEPROM,168.43,2023-03-25
V.S._Niketan_Higher_Secondary_School,467.7,2021-12-12
"Empire,_California",445.8,2025-10-02
List_of_people_from_Lleida,258.92,2022-03-13
Nur_in_der_Wiener_Luft,474.16,2025-09-09
Chleuhs,397.94,2021-09-26
Lahijan-e_Sharqi_Rural_District,128.62,2023-10-21
Sybrand_Jacobus_Loftie-Eaton,222.03,2025-06-10
Legislative_Assembly_of_Rio_Grande_do_Sul,498.84,2021-01-05
Sonic_Jihad_(Snake_River_Conspiracy_album),167.25,2025-03-20
List_of_minor_planets/134801-134900,479.93,2023-07-03
Yeh_I-wei,372.92,2023-04-23
Wolf_pack_Bluecher,438.88,2025-03-04
Christian_Nana,248.46,2024-11-30
Tillakaratne_Dilshan,5.58,2024-11-21
Teosinte_branched1,447.36,2022-09-05
New_York_Division_of_Alcoholic_Beverage_Control,442.89,2025-08-25
Multi-lane_racer_water_slide,80.2,2022-03-30
Street_Beat_(song),44.19,2022-08-05
List_of_Tamil_films_of_2006,165.74,2025-05-11
Blackburn_Blackburd,223.28,2024-05-22
In_Person_Friday_Night_at_the_Blackhawk,359.68,2023-05-08
Independent,372.4,2022-11-16
Prayer_for_The_Assassin,196.06,2024-02-21
Teosinte_branched1,19.23,2021-10-24
Peniophora_incarnata,269.19,2022-01-26
Oliver_Andrade,416.82,2025-01-07
Ulla_Katajavuori,331.0,2020-12-22
2010_Lebanese_Elite_Cup,450.6,2024-12-30
Meet_the_fockers,183.29,2024-06-19
Princess_Louise_of_Prussia_(1829-1901),397.51,2024-11-16
Try_It_Out_(Skrillex_and_Alvin_Risk_song),190.02,2022-09-13
MacBook_(Retina),184.04,2025-02-22
Sphingomonas_aestuarii,247.84,2023-09-01
Leigh_Page,470.73,2023-03-10
Feel_the_Benefit,193.4,2021-08-13
Phenofibrate,313.9,2021-12-03
Deadly_Doug,189.59,2025-11-10
Pinus_hartwegii,164.44,2023-05-07
Douglas_Coupland,215.46,2023-04-24
Kim_Tae-gyun_(disambiguation),281.85,2022-07-21
Jose_Vespasien,435.58,2024-12-27
Kankakee_Globe-mallow,97.33,2024-09-19
Pollex_bulli,220.23,2021-03-12
Dee_Creek_(Salt_Creek),113.77,2025-09-18
Judged_By_Your_Work_Party,124.08,2024-11-29
Vaid,453.49,2025-05-19
American_almanac,428.64,2022-02-14
TL,364.03,2021-03-29
Beba_(disambiguation),273.04,2024-07-13
Radcliffe_C.C.,30.49,2022-01-25
The_Mysteries_of_Paris_(1943_film),406.03,2022-11-19
Lukom,204.52,2022-04-26
Henkie,92.16,2023-03-10
Muchiene,447.88,2022-01-28
Enterprise_School_District,247.31,2023-06-18
Trivial_solution,465.7,2023-03-01
OS_X_(operating_system),469.1,2024-10-08
Park_Cheol-min,360.91,2024-08-17
Jacques_Godbout,324.93,2022-08-27
Unborde,306.12,2023-04-17
Core_muscle_training,138.11,2020-12-29
Adrian_Howells,42.47,2023-03-10
Natural_transfer_hypothesis,257.48,2025-08-12
Eric_Zencey,220.76,2021-02-27
Rick_di_Pietro,492.45,2025-06-20
28309_Ericfein,20.62,2023-06-27
17th_Street_/_Santa_Monica_College_station_(Los_Angeles_Metro),234.55,2022-06-09
List_of_New_York_Mets_owners_and_executives,60.97,2021-01-24
Tricholoma_virgatum,333.6,2023-12-03
Onetwo_(disambiguation),15.95,2025-05-02
Hurley_Priory,280.83,2024-11-05
The_Cloud,237.83,2025-06-12
British_colonial_rule,23.02,2021-12-30
"National_Register_of_Historic_Places_listings_in_Sanilac_County,_Michigan",225.33,2021-06-27
Fagopyrin,263.23,2024-08-27
Editora_Fundamento,487.22,2024-11-25
Katie_Kauffman,154.32,2024-08-23
Landquart_Ried_railway_station,157.91,2025-03-09
Hypogeomys_antimena,313.54,2025-06-20
Speaking_in_Tongues_(Hilltop_Hoods_song),3.95,2022-05-07
"Cappelle-la-Grande,_Nord-Pas-de-Calais",255.44,2021-03-01
Duck_Creek_Trail,70.71,2024-09-25
Lakeside_Park,390.59,2024-07-03
"Sir_Edward_Boyle,_3rd_Baronet",247.71,2024-07-22
Alberton_cemetery,248.4,2023-11-15
Margrete_Robsahm,115.94,2021-04-04
Constraint_length,45.16,2022-03-26
Kamni_Vrh_pri_Ambrusu,116.4,2021-04-09
Diploceraspis,129.43,2022-10-23
F._X._Witt,352.71,2023-10-19
Edward_Burgess_(disambiguation),54.17,2022-03-29
South_Channel,153.05,2022-04-07
Johnny_Wilkinson,101.89,2021-01-16
Sir_Harry_Gibbs_Legal_Heritage_Centre,331.61,2024-06-29
Grafing,408.0,2023-06-27
Charleston_RiverDogs,331.96,2021-02-01
"U.S._Route_67_Business_(Beebe,_Arkansas)",417.38,2022-09-21
The_Range_Feud,187.19,2021-09-30
High-wheel,257.02,2025-06-23
Boeswarthia_oberleella,368.98,2023-04-18
Greg_Haugen,63.67,2025-06-30
Immacolata_Battaglia,240.77,2021-12-27
Francis_Edward_Henry_Farquharson,169.94,2022-06-22
PC_bunk,464.4,2023-12-09
List_of_Beyblade:_Metal_Masters_episodes_(season_2),185.91,2023-03-29
Stoplight_party,460.9,2024-03-09
Virginia_State_Route_41_(1928),130.6,2021-09-04
"Satan_Is_Real_Again,_or_Feeling_Good_About_Bad_Thoughts",369.94,2023-03-20
Pedro_Cortina_Mauri,250.58,2023-07-25
Islamic_Naqshbandi_saints_of_Allo_Mahar,459.17,2023-05-07
List_of_Animorphs_books_(1-10),179.2,2024-09-28
Bahai_Faith_in_Chad,164.4,2021-07-23
Millettia_pinnata_seed_oil,275.21,2024-01-17
"Scott_AFB,_Illinois",404.55,2025-05-04
Sphaceloma_manihoticola,282.14,2022-08-10
Vision_(nightclub),49.59,2021-07-03
Research_In_Motion_Limited,71.82,2024-07-02
Anjunabeats_Volume_10,491.09,2021-08-17
Stani_Zawadzka,66.53,2025-07-02
Too_Many_Times_(Sister2Sister_Song),424.06,2024-04-10
Glendale_Gordon,26.25,2021-10-08
Four_stages_theory,322.51,2022-11-27
W.ant_W.orld_W.omen,434.86,2025-04-01
Malhostovice,110.05,2022-08-22
All_Ethiopian_National_Movement,134.24,2023-08-14
"Butters,_NC",461.59,2024-05-21
"Huish_Primary,_Yeovil",174.04,2021-08-19
1640_in_piracy,325.01,2025-11-10
Mars-crossing_asteroids,183.44,2025-02-16
Ain_shams_university_faculty_of_medicine,253.34,2021-04-03
Philip_Martin_(poet),121.95,2022-08-01
Polish_Colombian,112.82,2021-08-06
Mount_French,47.27,2020-12-16
List_of_The_Golden_Path_characters,88.55,2022-09-23
"Butters,_NC",359.29,2021-11-04
Wings_of_Love_(painting),176.13,2020-12-29
"List_of_listed_buildings_in_Clarkston,_East_Renfrewshire",45.72,2022-05-31
Side_road,358.2,2021-07-09
Hints_From_Heloise,50.25,2024-11-23
John_G._Lund_House,425.39,2025-07-14
Pueblo_School_District_No.60,365.92,2024-02-13
Mowtowr-e_Bulan_Zehi_Kach,294.62,2024-05-22
Luis_Davila_(actor),269.53,2022-07-04
Baroness_Williams,414.55,2024-05-18
Jason_Larue,206.24,2023-01-04
Pogar_Bangil_Stadium,412.13,2024-05-01
Spin_(1995_film),152.09,2022-10-06
Elijah_Barrett_Prettyman_(judge),31.01,2024-03-28
WBYS,297.29,2025-05-20
Rossiya_Segodnya,260.94,2024-08-26
The_Mighty_Boosh_(radio),59.3,2023-01-11
Tsutarja,464.22,2023-11-09
2016_Tennessee_Volunteers_baseball_team,471.69,2025-02-19
Kingdom_of_Albania_(1272-1368),235.45,2023-07-13
Acacus_(disambiguation),278.28,2021-05-28
Innerthal_SZ,144.83,2023-03-02
21887_Dipippo,471.5,2024-03-25
FSAD,327.4,2025-06-30
Relationship_maintenance,463.41,2023-09-17
Sireli_Ledua,416.35,2022-11-12
Barbarin,368.95,2024-12-26
Tempest_3D,488.21,2021-07-07
"Shearwater,_British_Columbia",198.81,2021-01-28
Arthur_Cumming_(skater),42.17,2023-12-23
A._A._Julius,294.38,2024-08-06
Space_shot,330.17,2021-12-24
Card_schemes,294.38,2023-10-13
Utah_wine,462.58,2021-11-10
Badinzai_railway_station,37.78,2024-07-23
Tasik_Biru_(state_constituency),266.53,2021-11-13
"Bidu,_Dashtestan",386.71,2024-06-04
Matthew_Whiley,216.5,2021-09-30
Hild_Bede_College,426.88,2020-12-04
1998-99_New_Jersey_Devils_season,411.84,2023-03-02
Shooters_Den_Bosch,258.61,2023-11-13
RAF_Boscombe_Down,444.07,2025-05-30
"Gordon_Meredith_Lightfoot,_Jr.",200.75,2022-01-09
Metallographeus_angolensis,403.13,2021-03-14
Moszczanka,375.62,2024-07-06
Yuyuantan_Park,150.62,2022-11-15
Dani_Tyler,440.97,2025-09-11
Wadad_Makdisi_Cortas,295.04,2021-03-14
Prince_Karl_Emich,278.32,2025-08-07
Irina_Routkovskaia,10.62,2023-02-22
Melingriffith_Tin_Plate_Works,422.61,2022-06-05
Cassa_di_Risparmio_di_Ferrara,109.05,2023-05-18
Problem_finding,273.66,2025-07-10
Jia-Le-Fu_Night_Market,345.23,2023-05-14
John_Fulford,400.29,2021-11-13
E_11,333.15,2023-10-01
Zimne_Wody,143.36,2025-07-26
K-1_World_Grand_Prix_2004_Final_Elimination,162.99,2023-05-28
Mission_Point_(Mackinac_Island),184.14,2023-08-09
Ascari,63.43,2023-12-23
Cabral_Richards,439.45,2024-10-11
Ama_language_(Sudan),474.91,2021-10-17
Disney_Dining_Plan,253.13,2023-02-17
Spokojna,218.03,2022-10-21
Alfred_M._Wilson,82.22,2022-09-10
ZON_TV_Cabo,112.07,2021-03-27
Philippine_College_of_Health_Sciences,66.18,2024-09-04
"American_State_Bank_(Berwyn,_Illinois)",317.29,2025-03-03
Shamanistic_remnants_in_Hungarian_culture,39.85,2022-10-20
Timberland_blue-eyed_grass,294.73,2024-08-31
Eucalyptus_xerothermica,27.53,2025-09-07
Rubenbauer,105.77,2024-01-11
List_of_prominent_Deshastha_Brahmins,164.1,2024-12-30
Yuyuantan_Park,218.95,2023-04-01
Billy_Ward_(rugby_league),283.64,2024-02-26
BIPA_Odessa,292.82,2021-01-05
Piensa_en_mi,117.0,2022-06-05
Mount_Landolt,149.61,2021-10-18
Karapatskoye,144.56,2023-02-12
GxP,344.52,2024-02-01
List_of_LGBT_conferences_in_Singapore,490.77,2025-09-09
Storm_Spotting,105.59,2022-05-02
Mahdi_Moeud_Ajjalallah,110.37,2023-07-19
Braughing_Roman_Town,233.92,2025-06-19
Petrohrad_(Louny_District),489.8,2021-06-28
Ibu_Tien_Soeharto,133.56,2025-05-14
Aircraft_losses_of_the_vietnam_war,206.41,2022-08-10
Meredith_railway_station,199.29,2021-06-17
Xen_(Half-Life),442.34,2023-08-11
1995-96_Primera_B_Nacional,416.61,2025-08-15
Lumber-room,214.49,2023-12-16
WNFM_Cable_8,50.74,2024-02-12
Jeremiah_Brice_Rundle,382.05,2024-11-14
"The_Streetsweeper,_Vol._2",258.95,2024-01-24
Gloria_de_Campeao,158.07,2025-05-08
Stomus,91.67,2025-01-07
Rainbow_Tour_(Kesha),353.75,2022-03-09
Modarri,251.72,2021-05-10
King_of_Scots,29.66,2024-09-20
Joe_Lavery,204.04,2022-08-17
Manfred_Halpern,270.36,2023-04-28
Hilda_Borgstroem,62.16,2023-12-03
Zonal_Informatics_Olympiad,52.46,2023-06-06
WBYS,193.99,2023-03-31
"Zelenyi_Hai,_Luhansk_Oblast",417.93,2024-09-14
Ulrika_Leanora_the_Elder,434.14,2024-12-08
UWC_Robert_Bosch_College,92.17,2022-11-24
William_Batty,202.6,2023-01-15
Museum_of_Quebec,257.45,2021-11-28
Migdal_HaEmek,223.16,2022-12-05
Chachersk,347.82,2022-05-15
Guanghua_Temple_(Beijing),231.93,2021-11-09
Utah_State_Route_254_(1953-1969),396.37,2021-01-20
Cleckheaton_Secondary_School,378.79,2023-05-06
Bianka_Panova,468.23,2022-07-08
Via_lake_superior,254.77,2023-04-26
Tara_Singh_Varma,49.74,2024-12-14
"Ansell,_Steven",488.72,2022-06-08
Peter_Scoones,325.52,2024-03-28
Vision_(nightclub),273.06,2025-07-28
Laeradr,488.44,2021-01-14
Barrow_Upon_Soar_railway_station,429.54,2024-03-16
Medcaut,172.53,2022-12-07
Xen_(Half-Life),366.62,2025-03-21
"Hitchcock,_SD",374.84,2020-12-11
Cotswold_Sand_Formation,19.41,2024-03-13
Sarah_Marshall,202.25,2023-03-08
Baczynski,270.77,2025-02-17
Reptile_(Erie_Clapton_song),248.94,2023-02-15
Chih-Sheng_Lin,343.92,2025-08-26
Secretary_of_State_of_Oklahoma,494.22,2023-09-29
"List_of_city_departments_in_Springfield,_Illinois",44.13,2023-08-03
Peter_Dyck,274.45,2021-09-25
Nanomalous,333.94,2022-10-30
Bankura_University,39.67,2021-12-01
Kim_Gibson,452.33,2022-07-06
Barbourion_lemaii,439.6,2023-02-15
Lambeg_(disambiguation),75.91,2021-04-11
MissRodham,205.95,2023-11-01
1949_Latvian_SSR_Higher_League,11.64,2021-04-22
EC_2.4.99.9,221.45,2025-01-25
Ulla_Katajavuori,328.94,2025-01-12
Offensive_Backfield,336.8,2023-06-23
1894_in_the_United_Kingdom,387.15,2022-04-08
2014_Toyota_Owners_400,244.08,2025-02-08
Kategoria_superiore_1977-78,339.74,2022-12-13
Green_Glacier_(Haskell_Ridge),320.35,2025-01-18
The_Man_(Ed_Sheeran_song),142.91,2022-03-06
Khasi_poetry,214.71,2025-10-18
Davidka_Square,487.46,2021-01-16
Tolav_language,327.25,2021-06-08
The_Hook_(album),298.07,2023-11-12
Ivan_Erwich,13.58,2024-08-16
Oklahoma_State_Highway_99B,160.2,2022-02-20
1894_in_the_United_Kingdom,386.14,2021-05-25
Aulic_Council,89.16,2025-04-01
"Upton_Hellions,_Devon",496.6,2022-09-10
John_Sutcliffe_(British_politician),43.92,2022-07-20
BatlX,423.63,2024-12-10
List_of_nicknames_for_Pittsburgh,22.4,2021-02-08
Best_Country_Album,252.99,2022-11-02
I_Staging_Command,32.03,2023-01-02
Nechi_River,371.75,2025-01-23
The_Addams_Family_(Game_Boy),279.57,2023-07-27
The_Munich_Mannequins,207.16,2023-10-06
Ontario_Secondary_School_Certificate,242.46,2021-08-10
Ha-ha,369.81,2024-10-12
Jacob_steinhardt,332.25,2021-03-17
Labor_Party_(Taiwan),27.72,2024-07-26
Neoclassical_compound,478.38,2025-08-11
Luis_Carlos_Asprilla_Mosquera,262.15,2023-07-02
Leslie_G._Valiant,340.31,2025-04-02
Team_CSC,245.03,2022-09-19
Artemisia_ontina,413.78,2025-03-19
Yana_Orjo,335.7,2021-12-16
State_Highway_Loop_6_(Texas),242.59,2024-05-14
F-5A_HESA_Saeqeh,80.22,2022-11-14
Relationship_between_segments_of_Judaism,23.84,2023-10-05
Chauncey_Burr,190.49,2021-09-14
Kizilbash,202.41,2023-03-11
No_Mans_Sky,249.88,2022-09-07
Diesel_Only_Records,309.17,2023-10-20
Z800_3DVisor,246.04,2021-06-07
Monroe_Co._ISD,4.61,2022-01-19
Alexander_Shibayev,364.52,2022-07-18
Rachel_Feinstein,275.54,2022-02-17
"Shavar,_Iran",79.41,2025-02-08
MV_Aricia,63.48,2022-06-29
Pudelhund,144.7,2023-08-24
Macdog,321.78,2022-08-30
Dantz_Retrospect,484.52,2021-01-04
Communist_Labour_Party_(Scotland),428.72,2022-09-22
(46933)_1998_SP62,482.29,2023-04-03
John_Hynes_(ice_hockey),165.17,2022-07-17
Half-guard,278.88,2022-05-13
77_Geminorum,118.32,2023-07-11
USCGC_Point_Grace_(WPB-82323),460.69,2023-04-03
Tom_Waits_For_No_One,71.94,2025-01-01
Burlington_Northern_and_Santa_Fe_Railway,74.26,2021-01-08
Rosato_(disambiguation),461.12,2025-03-01
Blast_from_the_Past_(Happy_Tree_Friends_TV_episode),111.58,2025-03-10
WNFM_Cable_8,302.23,2023-08-20
Barzeiu_de_Gilort,304.87,2021-06-15
"Drummullan,_County_Londonderry",325.28,2023-03-13
Giuseppe_Valerio_Fioravanti,475.71,2023-01-18
Zion_National_Monument,456.89,2023-11-10
PC_bunk,328.49,2021-05-05
Pit_cave,497.84,2023-04-27
Peniophora_incarnata,83.37,2021-11-08
1973_AHS,261.62,2023-02-22
Harold_J_Brodie,46.99,2021-12-25
Urban_Larsson,204.4,2021-01-17
AbdulMutallab,14.12,2024-12-29
Soho_Benson_Road_tram_station,179.29,2025-07-08
Golden_Key_International_Honor_Society,349.77,2024-01-09
Prison_Dodgeball,318.84,2022-03-28
Nowy_Duninow_Commune,163.31,2024-11-22
Vranovice_(disambiguation),414.73,2022-02-23
Jordanian_Gas_Transmission_Pipeline,366.91,2024-05-24
W.ant_W.orld_W.omen,145.96,2024-04-25
Nanny_berry,80.93,2023-11-17
Andenes_(Norway),265.14,2022-09-15
World_energy_reserves,130.55,2024-01-24
Bromocyan,1.25,2023-03-27
Bobette_and_Bob,25.88,2021-09-04
National_Highway_235_(India),370.95,2023-08-17
Jackie_(2012_film),494.36,2024-03-17
Riemann_Roch,255.81,2022-10-04
Polysphincta_boops,239.81,2023-11-11
"San_Michele,_Bregnano",192.13,2021-12-13
Moru,400.86,2025-03-05
Acrolophitus_pulchellis,320.67,2025-09-13
The_Fall_of_a_Nation,59.29,2024-01-22
Siddham_(film),57.94,2023-04-24
2016-17_FK_Sarajevo_season,100.32,2022-02-17
Bill_Rieth,173.86,2023-01-23
O_Que_Voce_Quer_Saber_de_Verdade,424.45,2021-12-15
The_Two_Paths_(film),456.5,2022-08-25
Davis_DA-2A,354.97,2022-11-13
Stuart_Farrow,31.84,2025-07-20
789_series,330.99,2024-11-29
Derrick_Harriott,21.28,2024-05-04
William_W._Cargill,22.78,2022-09-29
Noah_Mannheimer,477.64,2023-05-18
Tamils_in_Switzerland,192.97,2022-04-22
Stamford_Bridge_(disambiguation),308.6,2022-10-03
St._Polten_Hauptbahnhof,360.92,2025-07-26
Dasa_pushpa,499.53,2021-01-05
Bloomfield_(disambiguation),332.98,2023-06-26
The_Village_of_Rochester_Hills,57.69,2023-11-18
Verkhovazhskoye,109.09,2021-09-10
Ali_Shanslui,248.39,2025-01-02
This_Charming_Life,488.86,2025-05-14
"Brownville_CDP,_New_Jersey",364.72,2023-09-12
Naphthylaminopropane,319.12,2023-07-14
Johnny_Falls_(Hedley_song),127.18,2023-09-19
Slender-billed_Greenbul,197.87,2025-01-23
"Sierra_Leonean_parliamentary_election,_2002",219.57,2023-04-29
Czeslawice,122.37,2025-02-12
Robert_Moody,131.73,2020-12-23
Possible_Worlds_of_Science_Fiction,142.11,2021-09-27
Gary_Dotter,135.43,2022-12-04
Clearchus_of_Sparta,49.9,2024-07-17
Supranefran,483.71,2023-03-31
"Cheyenne_County_Courthouse_(Cheyenne_Wells,_Colorado)",44.26,2022-10-24
Dom-Romer_Project,325.82,2021-08-30
"Colin_Graham_(footballer,_born_1958)",333.76,2024-12-22
Tennant_Creek_Town_Council,172.81,2022-07-08
Shedd,72.31,2022-02-28
Terry_Kelly_(hurler),18.61,2021-01-01
Peter_Kesling,179.75,2022-10-14
Document_Classification,127.3,2024-08-27
Hubble_Guide_Star_Catalog_-_Astrographic_Catalog/Tycho,495.97,2023-11-07
"1st_General_Support_Aviation_Battalion,_111th_Aviation_Regiment",452.59,2023-11-20
Douglas_Coupland,376.21,2021-08-16
Ishigaki_Island,478.02,2021-11-04
Old_people,236.27,2024-11-30
Tree_Poppy,29.44,2021-12-08
Yuyuantan_Park,31.89,2021-11-03
955_in_Ireland,189.97,2024-07-20
George_Dean_House,53.48,2024-06-18
RK_Radnicki_Belgrade,461.34,2023-08-21
Yellow-rayed_lasthenia,421.38,2024-06-23
1998_in_home_video,192.4,2023-09-06
Ross_Anderson_(skier),96.05,2023-07-14
Sault_Ste._Marie_Ojibwe,208.9,2023-08-02
"Guernewood_Park,_California",310.66,2021-07-06
Legiao_Futebol_Clube,200.52,2020-12-31
Earls_of_Banbury,119.85,2021-06-28
Hemitonia,466.9,2025-03-04
Wendigomon,358.85,2022-09-30
Max_Mereaux,85.37,2022-04-05
Hip_Joint_Replacement,91.07,2021-06-26
Patrick_Leahy_(disambiguation),38.47,2021-10-13
Interstate_985_in_Georgia,245.07,2025-01-05
Iosif_Kozlovski,480.45,2024-06-09
Orchard_(company),53.71,2025-01-05
Smolarnia,145.73,2022-01-24
Marc_Silk,189.19,2022-06-20
Roman_Wojcicki,167.7,2022-07-17
Zygopetalum_fragrans,450.37,2022-07-18
77_Geminorum,115.8,2025-08-26
Red_Squirrels,86.38,2022-06-19
Australian_Indigenous_Law_Review,397.28,2022-05-11
Pionia,130.9,2021-08-21
Charanga_(Cuba),254.37,2024-07-23
Taymirsky_Dolgano-Nenecky_Raion,476.07,2024-05-03
I.C._Entertainment,413.18,2021-10-23
2010-11_Faysal_Bank_Twenty-20_Cup,230.12,2021-05-05
Valentina_Zhuravleva,472.72,2024-06-20
Pascaline_Louvrier,57.39,2023-07-01
Discoverdale,27.51,2021-07-03
Derek_de_lint,23.26,2024-08-03
Lazaga-class_patrol_vessel,144.9,2024-03-04
Credit_crisis_of_2008,156.63,2022-02-12
Vitaly_Zhukovsky,182.47,2021-12-27
Cleftbelly_kingfish,362.51,2022-03-04
Culture_Express,80.3,2023-07-25
ZON_TV_Cabo,303.17,2025-10-08
Associations_Incorporation_Act_1981_(Queensland),152.81,2021-01-09
Capcom_Play_System_3,142.71,2022-12-23
Hutt_River_(South_Australia),158.23,2024-10-09
