user_nickname, title, likes, not_likes, publish_date, url, views
mitchellcarolyn,Bob_Shirley,1532,4743,2024-04-11,https://en.wikipedia.org/wiki/Bob_Shirley,6275.0
nathanielgonzales,Jasarum,4153,4464,2023-11-15,https://en.wikipedia.org/wiki/Jasarum,8617.0
pfoster,Edelnor,5229,1240,2023-10-06,https://en.wikipedia.org/wiki/Edelnor,
sarah63,Sang-chul,7371,7246,2022-02-24,https://en.wikipedia.org/wiki/Sang-chul,14617.0
jamie88,Alcantari_airport,2968,3608,2021-12-14,https://en.wikipedia.org/wiki/Alcantari_airport,6576.0
melanie44,List_of_Vietnam_Airlines_destinations,4806,3656,2022-03-07,https://en.wikipedia.org/wiki/List_of_Vietnam_Airlines_destinations,8462.0
kenneth26,Endoxyla_tigrina,1606,1576,2021-08-17,https://en.wikipedia.org/wiki/Endoxyla_tigrina,3182.0
qjensen,Old_people,5064,3659,2025-01-03,https://en.wikipedia.org/wiki/Old_people,8723.0
kevin38,Alessandro_Biroli,5803,1132,2025-05-20,https://en.wikipedia.org/wiki/Alessandro_Biroli,6935.0
erinroberts,Unborde,6392,8588,2022-06-08,https://en.wikipedia.org/wiki/Unborde,14980.0
john90,Lotte_Global_Logistics,7612,1647,2021-10-17,https://en.wikipedia.org/wiki/Lotte_Global_Logistics,9259.0
davismatthew,John_William_Wenham,1137,8404,2023-01-21,https://en.wikipedia.org/wiki/John_William_Wenham,9541.0
david74,Frank_Farmer_(writer),1155,7194,2025-07-29,https://en.wikipedia.org/wiki/Frank_Farmer_(writer),8349.0
lisavelasquez,Braco_do_Norte_Direito_River,8055,3340,2023-03-03,https://en.wikipedia.org/wiki/Braco_do_Norte_Direito_River,11395.0
alexispierce,Andy_Miller_(Rugby_Union),2241,5710,2022-05-02,https://en.wikipedia.org/wiki/Andy_Miller_(Rugby_Union),7951.0
estrickland,Federated_Insurance_Company_of_Canada,6500,5512,2025-02-13,https://en.wikipedia.org/wiki/Federated_Insurance_Company_of_Canada,12012.0
coconnor,Cyclops_roundleaf_bat,6470,3767,2022-03-31,,10237.0
nbraun,Jan_Pieter_van_Bredael,5810,4675,2021-11-21,https://en.wikipedia.org/wiki/Jan_Pieter_van_Bredael,10485.0
emily40,Mesenteria_arteries,1525,2940,2021-07-18,https://en.wikipedia.org/wiki/Mesenteria_arteries,4465.0
jimgarza,Zikideva,1528,8865,2025-02-15,https://en.wikipedia.org/wiki/Zikideva,10393.0
agrimes,Haberturk,3925,7132,2022-12-07,https://en.wikipedia.org/wiki/Haberturk,11057.0
alexandra99,2008_in_Kenya,6386,2668,2022-07-17,https://en.wikipedia.org/wiki/2008_in_Kenya,9054.0
petersonkathy,Kobe_Brian,1107,7917,2024-08-25,https://en.wikipedia.org/wiki/Kobe_Brian,9024.0
perryvictoria,Truth_(Bloc_Party_song),8422,3987,2023-10-07,,
howard69,"National_Register_of_Historic_Places_listings_in_Sanilac_County,_Michigan",3781,2552,2022-05-05,"https://en.wikipedia.org/wiki/National_Register_of_Historic_Places_listings_in_Sanilac_County,_Michigan",
brandon58,AAAA_records,7865,7562,2023-05-06,https://en.wikipedia.org/wiki/AAAA_records,15427.0
johnsonmichael,Ralph_Dwaine_Felton,1640,2451,2023-12-03,,4091.0
yateslori,Hilde_Bussmann,9541,4611,2025-11-08,https://en.wikipedia.org/wiki/Hilde_Bussmann,14152.0
saundersrebecca,E_11,9970,3293,2021-07-14,https://en.wikipedia.org/wiki/E_11,13263.0
anthonychristopher,Xenasmateae,6435,4491,2022-11-01,https://en.wikipedia.org/wiki/Xenasmateae,10926.0
taylor87,Watanabe_Masako,2482,7134,2023-11-27,https://en.wikipedia.org/wiki/Watanabe_Masako,9616.0
ulang,Asaphodes_aegrota,9739,2371,2022-06-21,https://en.wikipedia.org/wiki/Asaphodes_aegrota,12110.0
chambersdeborah,DOC_Stadium,7233,1295,2024-11-17,,8528.0
richard22,The_Descent_of_the_Holy_Spirit,1681,3482,2024-10-18,https://en.wikipedia.org/wiki/The_Descent_of_the_Holy_Spirit,5163.0
taylorbrooke,A._A._Julius,1354,3132,2024-01-20,https://en.wikipedia.org/wiki/A._A._Julius,4486.0
kimwebb,Douglas_O-43A,3226,2845,2024-04-03,https://en.wikipedia.org/wiki/Douglas_O-43A,6071.0
taylorwesley,John_Sutcliffe_(British_politician),6046,5690,2022-03-02,https://en.wikipedia.org/wiki/John_Sutcliffe_(British_politician),
dereklewis,"Guenther,_Archbishop_of_Cologne",9403,4109,2023-01-21,"https://en.wikipedia.org/wiki/Guenther,_Archbishop_of_Cologne",13512.0
khamilton,Idiochord,1978,1577,2023-07-13,https://en.wikipedia.org/wiki/Idiochord,3555.0
troypetersen,Kiev-Zhulyany_Airport,7354,4981,2025-06-28,https://en.wikipedia.org/wiki/Kiev-Zhulyany_Airport,12335.0
qpena,Petrohrad_(Louny_District),3214,8156,2024-09-11,https://en.wikipedia.org/wiki/Petrohrad_(Louny_District),11370.0
lindareeves,Empty_(TV_series),1421,1015,2022-12-25,https://en.wikipedia.org/wiki/Empty_(TV_series),2436.0
qschultz,John_Lackland_of_England,6435,6673,2022-08-30,https://en.wikipedia.org/wiki/John_Lackland_of_England,13108.0
stephanierodriguez,Ritz_Newspaper,9413,1706,2023-09-21,https://en.wikipedia.org/wiki/Ritz_Newspaper,11119.0
sandovalsarah,Elizabeth_Catherine_Montour,7113,2322,2025-09-24,https://en.wikipedia.org/wiki/Elizabeth_Catherine_Montour,9435.0
erikaherring,Banglang_Reservoir,9590,7813,2022-03-03,https://en.wikipedia.org/wiki/Banglang_Reservoir,17403.0
emoore,Zimne_Wody,7820,2809,2022-02-11,https://en.wikipedia.org/wiki/Zimne_Wody,10629.0
ryanlynn,Freedom_of_religion_in_Eritrea,2112,4233,2025-09-01,https://en.wikipedia.org/wiki/Freedom_of_religion_in_Eritrea,6345.0
phillipreeves,"Willingdon_College,_Sangli",1869,6630,2021-03-26,"https://en.wikipedia.org/wiki/Willingdon_College,_Sangli",
conwayandrew,Chalet_Eugenia,6370,3778,2022-08-20,https://en.wikipedia.org/wiki/Chalet_Eugenia,10148.0
logan02,"Ribeira_da_Ponta,_Cape_Verde",8642,6088,2024-05-12,,14730.0
sierraedwards,Taiwan_economic_miracle,8617,9199,2021-02-20,https://en.wikipedia.org/wiki/Taiwan_economic_miracle,17816.0
kenneth17,Sri_Lankan_Forest_Tradition,1773,2348,2023-04-24,https://en.wikipedia.org/wiki/Sri_Lankan_Forest_Tradition,4121.0
matthew84,Air_Indiana_Flight_216,7799,6492,2025-03-18,https://en.wikipedia.org/wiki/Air_Indiana_Flight_216,14291.0
gonzaleschris,Hoyt_W_Lark,4057,6789,2025-09-03,https://en.wikipedia.org/wiki/Hoyt_W_Lark,10846.0
salinasanthony,Diesel_Only_Records,3433,9936,2024-06-30,,13369.0
virginiaroberts,Albert_Farr,1081,1821,2024-03-04,https://en.wikipedia.org/wiki/Albert_Farr,2902.0
davistheresa,Tanneron,4337,4279,2023-06-22,https://en.wikipedia.org/wiki/Tanneron,
dennis38,Wortzel,5707,6765,2023-04-01,https://en.wikipedia.org/wiki/Wortzel,12472.0
debbie52,West_Bar,6965,3691,2025-03-21,https://en.wikipedia.org/wiki/West_Bar,10656.0
hannahdavis,John_Bartholomew_and_Co.,3038,4593,2023-08-31,https://en.wikipedia.org/wiki/John_Bartholomew_and_Co.,7631.0
glee,Stuart_Cunningham,1770,3739,2021-08-31,https://en.wikipedia.org/wiki/Stuart_Cunningham,5509.0
simsjacob,Kyrian_Nwabueze,5138,3528,2021-12-22,https://en.wikipedia.org/wiki/Kyrian_Nwabueze,8666.0
scottjohnson,2017_in_arthropod_paleontology,3779,9423,2022-09-28,https://en.wikipedia.org/wiki/2017_in_arthropod_paleontology,13202.0
juan78,Hagai_Shaham,1597,5326,2024-05-20,https://en.wikipedia.org/wiki/Hagai_Shaham,6923.0
santosjoel,Sarah_Bombell,6618,1553,2021-01-01,https://en.wikipedia.org/wiki/Sarah_Bombell,8171.0
matthew06,Soyuz_T-14,3128,8648,2021-03-23,https://en.wikipedia.org/wiki/Soyuz_T-14,11776.0
ogonzalez,Myrio_(decimal_prefix),7962,4507,2025-04-24,https://en.wikipedia.org/wiki/Myrio_(decimal_prefix),12469.0
xkim,Exhibition_Drill,4796,7729,2024-02-06,https://en.wikipedia.org/wiki/Exhibition_Drill,12525.0
kevin21,Digital_learning,4346,6327,2021-05-18,https://en.wikipedia.org/wiki/Digital_learning,10673.0
santiagokathy,Parinirvana_Stupa,5016,3774,2024-12-22,https://en.wikipedia.org/wiki/Parinirvana_Stupa,8790.0
karenwilliams,Railway_semaphore_signal,5120,7479,2022-01-03,,
zgarcia,Debs_tendency,6613,7937,2024-04-12,https://en.wikipedia.org/wiki/Debs_tendency,14550.0
adrianamontes,Sir_William_Keys,8211,3238,2022-10-17,https://en.wikipedia.org/wiki/Sir_William_Keys,11449.0
carl02,Pueblo_School_District_No.60,5714,2265,2021-12-28,https://en.wikipedia.org/wiki/Pueblo_School_District_No.60,7979.0
cunninghamanthony,Saskatchewan_Highway_41_(1920s),1199,9591,2023-08-25,https://en.wikipedia.org/wiki/Saskatchewan_Highway_41_(1920s),10790.0
stephanie45,Greek-Syrian_relations,4401,7426,2025-03-27,,11827.0
rickyrice,ScrappleFace,5923,9811,2024-10-11,https://en.wikipedia.org/wiki/ScrappleFace,
lynn97,Paul_Sellew,9274,6114,2022-02-13,https://en.wikipedia.org/wiki/Paul_Sellew,15388.0
josephpowell,Vaison-la-Romaine,5092,4000,2024-01-15,https://en.wikipedia.org/wiki/Vaison-la-Romaine,9092.0
lpace,Famous_Fights_from_Madison_Square_Garden,5649,8674,2022-08-29,https://en.wikipedia.org/wiki/Famous_Fights_from_Madison_Square_Garden,
joy81,Rabbi_Riskin,3661,3022,2025-03-30,https://en.wikipedia.org/wiki/Rabbi_Riskin,6683.0
mallory09,Saito_suplex,9860,8420,2021-11-08,https://en.wikipedia.org/wiki/Saito_suplex,18280.0
xthompson,Distress_radiobeacons,1044,7503,2023-02-12,https://en.wikipedia.org/wiki/Distress_radiobeacons,8547.0
monique17,Roy_Lee_(producer),2649,4013,2023-09-30,https://en.wikipedia.org/wiki/Roy_Lee_(producer),6662.0
carlosmurphy,White_Indian_Hemp,1258,5143,2022-04-03,https://en.wikipedia.org/wiki/White_Indian_Hemp,
nicole89,Jacopo_Landino,1726,5542,2023-10-10,https://en.wikipedia.org/wiki/Jacopo_Landino,7268.0
watkinscharlene,Pyrausta_furvicoloralis,5709,9575,2022-11-10,https://en.wikipedia.org/wiki/Pyrausta_furvicoloralis,15284.0
marcia44,Louis_F._Menage,8694,2981,2025-02-28,https://en.wikipedia.org/wiki/Louis_F._Menage,11675.0
gonzalesjose,Vartana,9463,4962,2021-11-10,,14425.0
jnolan,Nainital_Gewog,2082,7424,2021-06-05,https://en.wikipedia.org/wiki/Nainital_Gewog,9506.0
owensnicolas,"Stephen_K._Klasko,_MD,_MBA",3670,3934,2021-10-03,"https://en.wikipedia.org/wiki/Stephen_K._Klasko,_MD,_MBA",
hannahmorse,Movses_Baghramian,5219,1019,2024-03-28,,6238.0
taylorbrooke,Head_of_State,5976,3275,2023-11-09,https://en.wikipedia.org/wiki/Head_of_State,9251.0
xowens,Jackson-Gwilt_Medal,3331,3105,2021-10-05,https://en.wikipedia.org/wiki/Jackson-Gwilt_Medal,6436.0
dmiles,Ginger_Grant,1507,8444,2025-08-21,https://en.wikipedia.org/wiki/Ginger_Grant,
richard57,Barzeiu_de_Gilort,2425,4815,2025-11-05,https://en.wikipedia.org/wiki/Barzeiu_de_Gilort,7240.0
wbradley,Wasteland_(DC_Comics),6260,4465,2022-07-11,https://en.wikipedia.org/wiki/Wasteland_(DC_Comics),10725.0
cjensen,Say_Uncle_(album),6228,4240,2021-04-08,https://en.wikipedia.org/wiki/Say_Uncle_(album),10468.0
qprice,Prince_Willem-Alexander_of_the_Netherlands,2034,3261,2022-09-04,https://en.wikipedia.org/wiki/Prince_Willem-Alexander_of_the_Netherlands,5295.0
lindamorton,Olsson_(surname),4885,5059,2024-06-07,https://en.wikipedia.org/wiki/Olsson_(surname),9944.0
larsonerin,Kosalanchal,8652,5944,2021-02-01,,14596.0
leefrank,Salle_Pleyel,5104,7777,2022-02-13,https://en.wikipedia.org/wiki/Salle_Pleyel,12881.0
ronald57,"Kahyalar,_Gazipasa",6614,6973,2022-02-24,"https://en.wikipedia.org/wiki/Kahyalar,_Gazipasa",13587.0
dhawkins,Lazaga-class_patrol_vessel,2323,5144,2021-05-05,https://en.wikipedia.org/wiki/Lazaga-class_patrol_vessel,7467.0
mariapacheco,Herman_Perry,9206,8508,2025-09-02,https://en.wikipedia.org/wiki/Herman_Perry,17714.0
penny88,Evgeny_Kalinin,7711,9614,2025-10-06,https://en.wikipedia.org/wiki/Evgeny_Kalinin,17325.0
leefrank,Shebna_inscription,1348,2508,2021-12-01,https://en.wikipedia.org/wiki/Shebna_inscription,3856.0
ramirezjennifer,Julius_Duscha,4912,9903,2024-08-30,https://en.wikipedia.org/wiki/Julius_Duscha,14815.0
katherine63,Turbonilla_zacae,9751,1717,2022-08-20,https://en.wikipedia.org/wiki/Turbonilla_zacae,11468.0
apitts,Gozdnica,5912,4144,2025-06-26,https://en.wikipedia.org/wiki/Gozdnica,10056.0
pdudley,Principle_of_uniform_boundedness,1033,3596,2020-12-23,https://en.wikipedia.org/wiki/Principle_of_uniform_boundedness,4629.0
jason66,Far_Ultraviolet_Camera/Spectrograph,8596,8378,2024-07-27,,16974.0
ericrodriguez,Martha_Lloyd,5228,8991,2021-01-29,https://en.wikipedia.org/wiki/Martha_Lloyd,
michael25,Solun_Glacier,3786,1143,2021-02-13,,4929.0
garciaemily,CD59,4878,2542,2021-01-31,https://en.wikipedia.org/wiki/CD59,7420.0
eparrish,1926-27_Northern_Football_League,4195,1364,2025-05-05,https://en.wikipedia.org/wiki/1926-27_Northern_Football_League,
frankscott,Cercaphus,8820,5515,2021-09-07,https://en.wikipedia.org/wiki/Cercaphus,14335.0
aprilperez,Gonzalo_Curbelo,6392,9336,2024-04-03,https://en.wikipedia.org/wiki/Gonzalo_Curbelo,
harrisondeanna,Laurent_Marteau,7542,4353,2021-11-21,https://en.wikipedia.org/wiki/Laurent_Marteau,11895.0
patrick25,Deborah_Secco,3410,5558,2023-12-15,,
hcurtis,Ten_Yard_Fight,9169,3110,2023-04-23,https://en.wikipedia.org/wiki/Ten_Yard_Fight,12279.0
mary24,"Walker_Lake,_Nevada",7100,9041,2024-06-21,"https://en.wikipedia.org/wiki/Walker_Lake,_Nevada",16141.0
kennedyashley,Civitas_Moldaviae,8446,8505,2025-02-13,https://en.wikipedia.org/wiki/Civitas_Moldaviae,16951.0
carolyngomez,Hilya,6456,5186,2024-03-05,https://en.wikipedia.org/wiki/Hilya,11642.0
seanyork,Karmanowice,5144,1514,2020-12-30,https://en.wikipedia.org/wiki/Karmanowice,6658.0
antonioguerrero,Hradcovice,9751,8997,2025-07-30,,18748.0
grahambrian,Sunshine_on_Leith_(song),8651,4470,2020-12-24,https://en.wikipedia.org/wiki/Sunshine_on_Leith_(song),13121.0
vargasnichole,Toby_Barnard,9320,5393,2022-09-27,https://en.wikipedia.org/wiki/Toby_Barnard,14713.0
waltermatthews,Paul_Mathiesen_(disambiguation),2753,4269,2025-05-29,https://en.wikipedia.org/wiki/Paul_Mathiesen_(disambiguation),7022.0
martinpaul,"Winfield_M._Kelly,_Jr.",3493,1851,2023-12-21,"https://en.wikipedia.org/wiki/Winfield_M._Kelly,_Jr.",5344.0
othomas,Helie_de_Noailles,7025,3807,2021-10-05,https://en.wikipedia.org/wiki/Helie_de_Noailles,10832.0
paige83,Korean_National_Assembly,2778,3163,2025-05-10,https://en.wikipedia.org/wiki/Korean_National_Assembly,5941.0
salinasrussell,"Robert_Burnham,_Jr",7902,4537,2024-10-14,"https://en.wikipedia.org/wiki/Robert_Burnham,_Jr",12439.0
scottjohnson,Lujiaxi,8137,9437,2022-01-18,https://en.wikipedia.org/wiki/Lujiaxi,17574.0
matthewnewton,Matirx_metalloproteinase-18,8864,8303,2024-01-03,https://en.wikipedia.org/wiki/Matirx_metalloproteinase-18,17167.0
brichardson,Maxime_jacob,6406,3950,2022-06-13,https://en.wikipedia.org/wiki/Maxime_jacob,
johnsonandrea,"National_Register_of_Historic_Places_in_Collin_County,_Texas",6782,7937,2022-05-21,"https://en.wikipedia.org/wiki/National_Register_of_Historic_Places_in_Collin_County,_Texas",14719.0
bernard48,Problema_byssus,1379,6978,2021-05-24,,
codywalls,Synch_roll,2461,8124,2023-11-18,https://en.wikipedia.org/wiki/Synch_roll,10585.0
brookeroman,Faisal_Husseini,4724,2055,2023-07-27,https://en.wikipedia.org/wiki/Faisal_Husseini,
woodskeith,Swierzowa_Ruska,1823,8333,2022-02-03,https://en.wikipedia.org/wiki/Swierzowa_Ruska,
angelawest,Old_Billerica_Road_Historic_District,8981,9983,2021-03-18,https://en.wikipedia.org/wiki/Old_Billerica_Road_Historic_District,18964.0
franciscomanning,Chitose_Institute_of_Science_and_Technology,5161,8437,2022-03-15,https://en.wikipedia.org/wiki/Chitose_Institute_of_Science_and_Technology,13598.0
plopez,Filangieri,1599,8469,2022-05-17,https://en.wikipedia.org/wiki/Filangieri,10068.0
suzanneglover,"Fort_Davis,_Washington,_D.C.",7397,3371,2021-08-24,"https://en.wikipedia.org/wiki/Fort_Davis,_Washington,_D.C.",10768.0
santiagokathy,Picota_Province,8289,2412,2022-12-04,https://en.wikipedia.org/wiki/Picota_Province,10701.0
brandylopez,Agence_de_cooperation_culturelle_et_technique,7389,2033,2025-04-14,https://en.wikipedia.org/wiki/Agence_de_cooperation_culturelle_et_technique,9422.0
lisavelasquez,RDFLib,2388,6507,2020-11-24,https://en.wikipedia.org/wiki/RDFLib,
victor00,Pennsylvania_Route_680,1713,9174,2025-02-21,https://en.wikipedia.org/wiki/Pennsylvania_Route_680,
martin93,Eric_Zencey,6801,3439,2024-09-21,https://en.wikipedia.org/wiki/Eric_Zencey,10240.0
schmidtcassandra,Luis_Davila_(actor),9427,4312,2025-06-19,https://en.wikipedia.org/wiki/Luis_Davila_(actor),13739.0
johnroberts,Open_Season_(film),2319,2624,2022-10-29,https://en.wikipedia.org/wiki/Open_Season_(film),4943.0
bartlettjoseph,LincVolt,1756,9614,2024-01-14,https://en.wikipedia.org/wiki/LincVolt,
coloncrystal,Isuzu_Caribe_442,3878,2940,2021-01-31,https://en.wikipedia.org/wiki/Isuzu_Caribe_442,
fyoung,I_lay_my_love_on_you,4419,6650,2024-04-30,https://en.wikipedia.org/wiki/I_lay_my_love_on_you,11069.0
hmurphy,Grains_Bar,8942,1993,2023-12-27,https://en.wikipedia.org/wiki/Grains_Bar,10935.0
kimpatricia,John_Wallace_Pierre,9775,7837,2023-10-23,https://en.wikipedia.org/wiki/John_Wallace_Pierre,17612.0
scottfernandez,Indigenous_peoples_in_Brazil,8914,7856,2020-12-08,,16770.0
sevans,Deanna_J._Conway,5688,4123,2021-03-30,,9811.0
melissarichardson,List_of_clinical_research_topics,8531,1486,2023-01-13,https://en.wikipedia.org/wiki/List_of_clinical_research_topics,10017.0
ubrooks,PIGB,1844,4753,2024-08-03,https://en.wikipedia.org/wiki/PIGB,6597.0
alexandra99,The_Return_of_Pearl_Princess,9971,9688,2023-06-08,https://en.wikipedia.org/wiki/The_Return_of_Pearl_Princess,19659.0
xwarren,SS_Kopara,4086,6768,2025-08-17,https://en.wikipedia.org/wiki/SS_Kopara,10854.0
nancyburnett,Central_securities_depositories,7084,5656,2021-08-30,https://en.wikipedia.org/wiki/Central_securities_depositories,12740.0
bernard48,"Toronto_municipal_election,_1974",9827,1911,2025-01-31,"https://en.wikipedia.org/wiki/Toronto_municipal_election,_1974",11738.0
linda63,Citi_Field,9287,8557,2025-10-28,https://en.wikipedia.org/wiki/Citi_Field,17844.0
theresavasquez,St_benedict_at_auburndale,3895,2390,2022-05-12,https://en.wikipedia.org/wiki/St_benedict_at_auburndale,6285.0
laurahernandez,Eulepiste_umbratipalpis,6810,9753,2023-01-18,https://en.wikipedia.org/wiki/Eulepiste_umbratipalpis,16563.0
brandi65,Sandra_Paintin-Paul,3651,8648,2024-11-08,https://en.wikipedia.org/wiki/Sandra_Paintin-Paul,12299.0
jeffrey79,Agrirama,1406,6281,2022-02-23,https://en.wikipedia.org/wiki/Agrirama,7687.0
elizabeth16,Us_and_Us_Only,8226,4090,2024-02-29,https://en.wikipedia.org/wiki/Us_and_Us_Only,12316.0
wroberson,Adobe_Master_Collection,7346,1384,2024-06-08,https://en.wikipedia.org/wiki/Adobe_Master_Collection,8730.0
robertdominguez,Tiruchirappalli_Cantonment,2364,6760,2024-06-02,https://en.wikipedia.org/wiki/Tiruchirappalli_Cantonment,9124.0
chambersdeborah,Sam_Phran_District,4410,2706,2025-05-14,https://en.wikipedia.org/wiki/Sam_Phran_District,7116.0
martha41,John_Drummond_of_Milnab,4893,2527,2023-04-20,https://en.wikipedia.org/wiki/John_Drummond_of_Milnab,7420.0
kevin66,Channakeshava_temple,5480,1053,2021-04-08,https://en.wikipedia.org/wiki/Channakeshava_temple,6533.0
ievans,John_Alderton,4794,8425,2025-01-03,https://en.wikipedia.org/wiki/John_Alderton,13219.0
allencole,Halhoul,8249,5178,2025-03-24,https://en.wikipedia.org/wiki/Halhoul,13427.0
jonathan18,You_Alone,1417,6930,2024-06-05,https://en.wikipedia.org/wiki/You_Alone,8347.0
scottfernandez,Blue-collared_parrot,5412,1874,2020-12-27,https://en.wikipedia.org/wiki/Blue-collared_parrot,
jimgarza,Steve_Reich:_Triple_Quartet,8911,8487,2024-09-09,https://en.wikipedia.org/wiki/Steve_Reich:_Triple_Quartet,17398.0
petersonchristopher,Messroom,9832,4379,2025-01-04,https://en.wikipedia.org/wiki/Messroom,14211.0
jessica18,Republican_State_Committee_of_Delaware,8845,7050,2025-04-19,https://en.wikipedia.org/wiki/Republican_State_Committee_of_Delaware,15895.0
kayla98,Thuringowa_Central,1873,5311,2022-12-28,https://en.wikipedia.org/wiki/Thuringowa_Central,
lawrencechristopher,Gerald_Melzer,8598,8593,2024-11-30,https://en.wikipedia.org/wiki/Gerald_Melzer,17191.0
alvinmorgan,Vitthal_Jhaveri,9052,2338,2023-11-06,https://en.wikipedia.org/wiki/Vitthal_Jhaveri,11390.0
nicole58,Deaths_in_2014,9300,2143,2021-06-13,https://en.wikipedia.org/wiki/Deaths_in_2014,11443.0
ijohnson,Karaclymenia,7787,3004,2022-06-20,https://en.wikipedia.org/wiki/Karaclymenia,10791.0
michaelwarren,Ceolmund,2313,6690,2021-03-14,https://en.wikipedia.org/wiki/Ceolmund,9003.0
donnamyers,Viaducts_in_Poland,7365,1936,2022-03-09,https://en.wikipedia.org/wiki/Viaducts_in_Poland,9301.0
salinasanthony,"Nicholson_Township,_Wyoming_County,_PA",7128,5238,2022-01-22,"https://en.wikipedia.org/wiki/Nicholson_Township,_Wyoming_County,_PA",12366.0
jmitchell,Dewitt_Clinton_Littlejohn,5534,4843,2024-09-28,https://en.wikipedia.org/wiki/Dewitt_Clinton_Littlejohn,10377.0
donald95,The_early_life_of_Pope_Benedict_XVI,2350,4429,2022-10-21,https://en.wikipedia.org/wiki/The_early_life_of_Pope_Benedict_XVI,6779.0
cole20,Steak_mince,6424,4250,2023-01-24,https://en.wikipedia.org/wiki/Steak_mince,10674.0
kathleen88,Sampaiosia_crulsi,2476,8283,2021-10-11,,
lpalmer,Methionyl,4667,8506,2023-03-12,https://en.wikipedia.org/wiki/Methionyl,
olivererika,Paolo_Maruccelli,8325,6890,2023-08-31,https://en.wikipedia.org/wiki/Paolo_Maruccelli,15215.0
sarawilliams,Moszczanka,7050,6360,2024-06-16,https://en.wikipedia.org/wiki/Moszczanka,13410.0
rodgerspam,Suresh_Menon_(sports_writer),3816,6360,2023-10-15,https://en.wikipedia.org/wiki/Suresh_Menon_(sports_writer),10176.0
michael70,"Mark_West,_California",9330,9969,2022-02-07,"https://en.wikipedia.org/wiki/Mark_West,_California",19299.0
hannahmorse,Jose_Vizcarra,6219,4984,2022-12-19,https://en.wikipedia.org/wiki/Jose_Vizcarra,11203.0
kayla98,Athena_Fund,8780,1191,2024-07-09,https://en.wikipedia.org/wiki/Athena_Fund,
watkinscharlene,Department_of_Home_Affairs_(Isle_of_Man),9123,4046,2021-07-28,https://en.wikipedia.org/wiki/Department_of_Home_Affairs_(Isle_of_Man),13169.0
hansenbrittany,Sean_MacBride_Peace_Prize,6134,1895,2022-07-19,https://en.wikipedia.org/wiki/Sean_MacBride_Peace_Prize,8029.0
chelseylambert,Chinese_wen,5923,8476,2022-09-21,https://en.wikipedia.org/wiki/Chinese_wen,
kevin21,Fakhr_od_Din,5436,2393,2021-10-30,https://en.wikipedia.org/wiki/Fakhr_od_Din,7829.0
kgonzales,Solaris_(company),9765,7259,2023-05-08,https://en.wikipedia.org/wiki/Solaris_(company),17024.0
ashleyberry,Braunau_(river),4685,8582,2021-08-25,https://en.wikipedia.org/wiki/Braunau_(river),13267.0
ronald57,Oh_What_A_Feeling:_A_Vital_Collection_Of_Canadian_Music,6920,1201,2021-02-19,https://en.wikipedia.org/wiki/Oh_What_A_Feeling:_A_Vital_Collection_Of_Canadian_Music,8121.0
antonio42,PLN,5127,3854,2021-11-07,https://en.wikipedia.org/wiki/PLN,8981.0
gonzalezanthony,USNS_Mohawk_(T-ATF-170),4375,5512,2023-10-28,https://en.wikipedia.org/wiki/USNS_Mohawk_(T-ATF-170),9887.0
jamie53,Baarah,6446,3644,2025-09-09,https://en.wikipedia.org/wiki/Baarah,10090.0
frazieremma,San_Maurizio_(disambiguation),4484,5821,2023-10-05,https://en.wikipedia.org/wiki/San_Maurizio_(disambiguation),
howard69,Joan_Huydekooper,4163,2947,2021-05-16,https://en.wikipedia.org/wiki/Joan_Huydekooper,7110.0
simmonsbrandon,Boris_Golitsyn_(disambiguation),4975,6391,2025-05-07,https://en.wikipedia.org/wiki/Boris_Golitsyn_(disambiguation),11366.0
gzamora,Jeffrey_McLaughlin_(rower),3277,9661,2020-11-23,https://en.wikipedia.org/wiki/Jeffrey_McLaughlin_(rower),12938.0
fischeramy,World_energy_reserves,3384,7300,2023-08-10,,10684.0
joshua79,Auditing_Practices_Board,3903,5588,2023-06-14,https://en.wikipedia.org/wiki/Auditing_Practices_Board,9491.0
jnolan,Coin_Act,2627,4619,2020-12-29,https://en.wikipedia.org/wiki/Coin_Act,7246.0
claytontroy,Six_Bagatelles_for_Wind_Quintet,8129,1162,2025-11-03,https://en.wikipedia.org/wiki/Six_Bagatelles_for_Wind_Quintet,9291.0
seanyork,Edmund_Quincy_(1628-1698),3542,9873,2025-07-19,https://en.wikipedia.org/wiki/Edmund_Quincy_(1628-1698),13415.0
amanda94,Mary_Keeler,5743,3151,2022-09-16,https://en.wikipedia.org/wiki/Mary_Keeler,
christopherhess,Euzophera_fuliginosella,9999,1058,2023-05-09,https://en.wikipedia.org/wiki/Euzophera_fuliginosella,11057.0
hectorberry,"Cvivs_est_solvm,_eivs_est_vsqve_ad_coelvm_et_ad_inferos",6039,3727,2021-10-29,"https://en.wikipedia.org/wiki/Cvivs_est_solvm,_eivs_est_vsqve_ad_coelvm_et_ad_inferos",9766.0
tmcguire,State_Route_400_(Nevada),4451,2702,2024-10-06,https://en.wikipedia.org/wiki/State_Route_400_(Nevada),7153.0
taylorprice,Lahijan-e_Sharqi_Rural_District,4820,9833,2025-10-03,,14653.0
woodandrew,George_Frayne,6421,1183,2021-09-28,https://en.wikipedia.org/wiki/George_Frayne,7604.0
watkinscharlene,Hamid_Hassan,6683,4529,2023-08-16,https://en.wikipedia.org/wiki/Hamid_Hassan,11212.0
